Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2016,32,17/04/2017,Alavés,2-1,Villarreal,Mendizorrotza,Álvarez Izquierdo,"[['Pacheco', 'Kiko Femenía', 'Rodrigo Ely', 'Laguardia', 'Theo Hernández', 'Marcos Llorente', 'Camarasa', 'Manu García', 'Deyverson', 'Ibai Gómez', 'Toquero'], ['Vigaray', 'Katai', 'Alexis', 'Romero', 'Ortolà', 'Christian Santos', 'Dani Torres']]","[[77, 74, 71, 76, 74, 76, 76, 75, 76, 76, 72], [71, 74, 76, 76, 69, 73, 77]]","[[84, 77, 76, 78, 88, 86, 84, 75, 81, 76, 72], [79, 75, 76, 80, 79, 73, 79]]","[['Andrés Fernández', 'Mario Gaspar', 'Álvaro', 'Musacchio', 'Jaume Costa', 'Rodri', 'Soriano', 'Bruno Soriano', 'Bakambu', 'Sansone', 'Adrián López'], ['Manu Trigueros', 'Santos Borré', 'Leo Suárez', 'Lazo', 'Barbosa', 'Bonera', 'Mario']]","[[76, 81, 77, 83, 79, 69, 80, 84, 81, 79, 76], [82, 75, 71, 71, 76, 77, 64]]","[[76, 84, 79, 87, 79, 81, 81, 84, 85, 82, 76], [85, 84, 82, 77, 76, 77, 74]]"
2016,33,21/04/2017,Sevilla,2-0,Granada,Estadio Ramón Sánchez-Pizjuán,Trujillo Suárez,"[['Sergio Rico', 'Mariano', 'Pareja', 'Lenglet', 'Escudero', 'Ganso', 'Sarabia', ""N'Zonzi"", 'Iborra', 'Jovetić', 'Correa'], ['Franco Vázquez', 'Ben Yedder', 'Mercado', 'David Soria', 'Kranevitter', 'Carriço', 'Vietto']]","[[81, 79, 72, 75, 79, 81, 79, 83, 82, 80, 74], [82, 81, 76, 73, 77, 81, 79]]","[[86, 79, 72, 84, 80, 82, 83, 83, 82, 81, 83], [82, 84, 76, 81, 85, 82, 86]]","[['Ochoa', 'Saunier', 'Rubén Vezo', 'Lombán', 'Héctor Hernández', 'Gastón Silva', 'Krhin', 'Andreas Pereira', 'Carcela', 'Agbo', 'Ponce'], ['Cuenca', 'Hongla', 'Samper', 'Rui Silva', 'Boga', 'Angban', 'Mallé']]","[[79, 72, 75, 75, 72, 72, 72, 73, 78, 72, 72], [72, 64, 74, 72, 72, 70, 65]]","[[79, 73, 81, 75, 77, 78, 74, 81, 78, 80, 82], [75, 71, 82, 80, 82, 78, 75]]"
2016,33,22/04/2017,Málaga,2-0,Valencia,La Rosaleda,Iglesias Villanueva,"[['Kameni', 'Rosales', 'Luis Hernández', 'Llorente', 'Ricca', 'Ontiveros', 'Pablo Fornals', 'Jony', 'Recio', 'Camacho', 'Sandro'], ['Charles', 'Juankar', 'Keko', 'Boyko', 'José Rodríguez', 'Demichelis', 'Chori Castro']]","[[81, 77, 77, 78, 75, 70, 77, 78, 77, 81, 77], [77, 74, 79, 78, 75, 78, 82]]","[[81, 77, 78, 86, 83, 83, 86, 81, 81, 84, 85], [77, 75, 82, 78, 80, 78, 82]]","[['Diego Alves', 'João Cancelo', 'Garay', 'Mangala', 'Lato', 'Medrán', 'Carlos Soler', 'Parejo', 'Enzo Pérez', 'Santi Mina', 'Munir'], ['Nani', 'Zaza', 'Orellana', 'Jaume', 'Aderlan Santos', 'Siqueira', 'Montoya']]","[[82, 79, 83, 79, 69, 76, 74, 81, 78, 76, 75], [83, 79, 81, 75, 76, 76, 77]]","[[82, 86, 83, 82, 79, 83, 81, 82, 78, 83, 82], [83, 82, 81, 79, 77, 76, 80]]"
2016,33,22/04/2017,Villarreal,2-1,Leganés,Estadio de la Cerámica,Jaime Latre,"[['Andrés Fernández', 'Mario Gaspar', 'Álvaro', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Soriano', 'Manu Trigueros', 'Sansone', 'Bakambu', 'Soldado'], ['Adrián López', 'Samu Castillejo', 'Jonathan dos Santos', 'Barbosa', 'Rodri', 'Rukavina', 'Santos Borré']]","[[76, 81, 77, 83, 79, 84, 80, 82, 79, 81, 78], [76, 81, 80, 76, 69, 77, 75]]","[[76, 84, 79, 87, 79, 84, 81, 85, 82, 85, 78], [76, 88, 81, 76, 81, 77, 84]]","[['Herrerín', 'Víctor Díaz', 'Bustinza', 'Siovas', 'Insua', 'Adrián Marín', 'Unai López', 'Morán', 'Gabriel', 'Luciano', 'Guerrero'], ['Bueno', 'Samu García', 'Timor', 'Champagne', 'Mantovani', 'Diego Rico', 'Rubén Pérez']]","[[76, 74, 72, 75, 75, 73, 72, 71, 77, 74, 73], [73, 76, 76, 70, 76, 75, 76]]","[[76, 74, 76, 75, 80, 82, 79, 77, 82, 79, 76], [73, 77, 77, 70, 76, 81, 77]]"
2016,33,22/04/2017,Osasuna,2-2,Sporting de Gijón,Estadio El Sadar,Gil Manzano,"[['Sirigu', 'Buñuel', 'Vujadinović', 'Fausto', 'Oier', 'Clerc', 'Fuentes', 'Roberto Torres', 'Čaušić', 'Kodro', 'Sergio León'], ['De las Cuevas', 'Fran Mérida', 'Steven Mondragón', 'Mario', 'Jaime', 'Kike Barja', 'Olavide']]","[[80, 69, 70, 72, 74, 72, 72, 77, 71, 70, 76], [74, 73, 61, 70, 73, 61, 68]]","[[80, 79, 70, 74, 74, 77, 73, 78, 77, 78, 76], [74, 74, 70, 72, 74, 70, 78]]","[['Cuéllar', 'Douglas', 'Meré', 'Babin', 'Canella', 'Moi Gómez', 'Vesga', 'Carmona', 'Sergio Álvarez', 'Čop', 'Burgui'], ['Carlos Castro', 'Afif', 'Víctor', 'Mariño', 'Amorebieta', 'Echiéjilé', 'Xavi Torres']]","[[75, 72, 78, 74, 69, 74, 70, 72, 77, 75, 74], [72, 69, 76, 74, 75, 72, 71]]","[[75, 75, 84, 74, 69, 80, 77, 72, 82, 76, 80], [78, 77, 77, 77, 75, 72, 71]]"
2016,33,22/04/2017,Espanyol,0-1,Atlético de Madrid,Power8 Stadium,Bikandi Garrido,"[['Diego López', 'Javi López', 'Diego Reyes', 'David López', 'Aarón', 'Javi Fuego', 'Jurado', 'Víctor Sánchez', 'Piatti', 'Caicedo', 'Gerard Moreno'], ['Leo Baptistão', 'Reyes', 'Navarro', 'Roberto', 'Duarte', 'Diop', 'Marc Roca']]","[[82, 77, 77, 77, 73, 79, 78, 77, 78, 77, 77], [80, 78, 67, 79, 72, 76, 74]]","[[82, 77, 83, 78, 81, 79, 78, 77, 78, 77, 83], [85, 78, 77, 79, 79, 76, 83]]","[['Oblak', 'Giménez', 'Savić', 'Godín', 'Filipe Luís', 'Gabi', 'Saúl', 'Koke', 'Carrasco', 'Griezmann', 'Fernando Torres'], ['Thomas', 'Gameiro', 'Moyá', 'Tiago', 'Correa', 'Lucas Hernández', 'Gaitán']]","[[87, 83, 82, 88, 85, 82, 80, 84, 84, 88, 81], [76, 83, 81, 81, 79, 76, 84]]","[[91, 88, 86, 88, 85, 82, 88, 88, 88, 92, 81], [82, 83, 81, 81, 88, 87, 84]]"
2016,33,23/04/2017,Real Sociedad,1-0,Deportivo de La Coruña,Anoeta,Ocón Arraiz,"[['Rulli', 'Zaldúa', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Willian José', 'Carlos Vela'], ['Canales', 'Juanmi', 'Granero', 'Toño Ramírez', 'Elustondo', 'Bautista', 'Odriozola']]","[[83, 73, 76, 81, 77, 78, 79, 79, 78, 79, 72], [79, 75, 75, 68, 76, 67, 69]]","[[90, 79, 77, 85, 78, 78, 79, 80, 85, 84, 72], [82, 82, 75, 69, 84, 81, 77]]","[['Lux', 'Juanfran', 'Sidnei', 'Albentosa', 'Luisinho', 'Borges', 'Fajr', 'Çolak', 'Álex Bergantiños', 'Kakuta', 'Andone'], ['Joselu', 'Bruno Gama', 'John', 'Tytoń', 'Fernando Navarro', 'Laure', 'Edu Expósito']]","[[75, 77, 79, 75, 76, 78, 76, 79, 73, 76, 78], [76, 75, 73, 76, 75, 74, 64]]","[[75, 77, 81, 76, 76, 78, 76, 82, 73, 78, 83], [78, 75, 78, 76, 75, 74, 79]]"
2016,33,23/04/2017,Celta de Vigo,0-1,Betis,Balaidos,De Burgos Bengoetxea,"[['Sergio Álvarez', 'Lemos', 'Roncaglia', 'Sergi Gómez', 'Planas', 'Jozabed', 'Radoja', 'Marcelo Díaz', 'Pape Cheikh', 'Guidetti', 'Bongonda'], ['Wass', 'Beauvue', 'Jonny', 'Hjulsager', 'Cabral', 'Señé', 'Iván Villar']]","[[77, 69, 77, 77, 75, 77, 78, 80, 66, 78, 78], [80, 74, 77, 66, 80, 70, 64]]","[[77, 77, 77, 85, 79, 81, 83, 80, 79, 82, 84], [81, 74, 83, 76, 80, 73, 75]]","[['Adán', 'Rafa Navarro', 'Mandi', 'Toșca', 'Bruno', 'Durmisi', 'Brašanac', 'Dani Ceballos', 'Rubén Pardo', 'Joaquín', 'Álex Alegría'], ['Petros', 'Rubén Castro', 'Cejudo', 'Dani Giménez', 'Álex Martínez', 'Nahuel', 'Donk']]","[[81, 70, 77, 67, 78, 73, 73, 77, 77, 78, 75], [79, 81, 76, 70, 73, 72, 73]]","[[81, 79, 82, 73, 82, 80, 78, 85, 83, 78, 82], [80, 81, 76, 70, 76, 81, 73]]"
2016,33,23/04/2017,Las Palmas,1-1,Alavés,Estadio de Gran Canaria,Munuera Montero,"[['Lizoain', 'Míchel Macedo', 'Bigas', 'David García', 'Dani Castellano', 'Tana', 'Halilović', 'Roque Mesa', 'Montoro', 'Jesé', 'Boateng'], ['Livaja', 'Benito', 'Hernán', 'Javi Varas', 'David Simón', 'Lemos', 'Momo']]","[[73, 76, 78, 77, 75, 75, 77, 82, 71, 79, 79], [75, 66, 72, 78, 74, 77, 73]]","[[75, 77, 81, 77, 75, 76, 88, 82, 71, 85, 79], [81, 78, 75, 78, 75, 85, 73]]","[['Pacheco', 'Kiko Femenía', 'Feddal', 'Laguardia', 'Theo Hernández', 'Manu García', 'Camarasa', 'Marcos Llorente', 'Deyverson', 'Ibai Gómez', 'Toquero'], ['Rodrigo Ely', 'Sobrino', 'Romero', 'Ortolà', 'Dani Torres', 'Edgar', 'Vigaray']]","[[77, 74, 77, 76, 74, 75, 76, 76, 76, 76, 72], [71, 70, 76, 69, 77, 75, 71]]","[[84, 77, 78, 78, 88, 75, 84, 86, 81, 76, 72], [76, 77, 80, 79, 79, 78, 79]]"
2016,33,23/04/2017,Real Madrid,2-3,Barcelona,Estadio Santiago Bernabeu,Hernández Hernández,"[['Keylor Navas', 'Carvajal', 'Nacho', 'Sergio Ramos', 'Marcelo', 'Modrić', 'Casemiro', 'Kroos', 'Bale', 'Benzema', 'Cristiano Ronaldo'], ['James Rodríguez', 'Asensio', 'Kovačić', 'Casilla', 'Morata', 'Isco', 'Danilo']]","[[85, 84, 80, 89, 86, 89, 83, 88, 90, 86, 94], [87, 82, 81, 80, 82, 84, 79]]","[[85, 87, 82, 89, 86, 89, 88, 89, 90, 86, 94], [92, 89, 87, 80, 86, 88, 82]]","[['Ter Stegen', 'Sergi Roberto', 'Umtiti', 'Piqué', 'Jordi Alba', 'Iniesta', 'Busquets', 'Rakitić', 'Alcácer', 'Messi', 'Luis Suárez'], ['André Gomes', 'Cillessen', 'Denis Suárez', 'Arda Turan', 'Mascherano', 'Digne', 'Aleñá']]","[[83, 80, 82, 87, 86, 88, 86, 87, 79, 93, 92], [83, 81, 80, 84, 84, 79, 69]]","[[88, 85, 87, 87, 87, 88, 87, 87, 85, 93, 92], [89, 83, 87, 84, 84, 84, 84]]"
2016,33,24/04/2017,Eibar,0-1,Athletic Club,Estadio Municipal de Ipurua,Del Cerro Grande,"[['Yoel', 'Capa', 'Gálvez', 'Ramis', 'Luna', 'Escalante', 'Dani García', 'Pedro León', 'Inui', 'Sergi Enrich', 'Kike García'], ['Juncà', 'Rivera', 'Adrián', 'Rubén Peña', 'Riesgo', 'Mauro dos Santos', 'Nano']]","[[73, 76, 76, 77, 75, 77, 79, 78, 77, 78, 73], [75, 67, 76, 74, 75, 76, 72]]","[[73, 81, 77, 77, 79, 84, 81, 78, 77, 79, 74], [81, 79, 76, 77, 75, 77, 82]]","[['Kepa', 'De Marcos', 'Yeray', 'Laporte', 'Balenziaga', 'Iturraspe', 'Raúl García', 'San José', 'Williams', 'Muniain', 'Aduriz'], ['Beñat', 'Sabin Merino', 'Susaeta', 'Iraizoz', 'Bóveda', 'Lekue', 'Mikel Rico']]","[[79, 81, 77, 84, 79, 81, 81, 81, 80, 78, 84], [82, 74, 78, 77, 77, 74, 75]]","[[86, 82, 83, 88, 79, 82, 81, 83, 86, 83, 84], [82, 77, 78, 77, 77, 82, 75]]"
2016,34,25/04/2017,Sporting de Gijón,1-1,Espanyol,El Molinón,Melero López,"[['Cuéllar', 'Douglas', 'Meré', 'Babin', 'Canella', 'Vesga', 'Nacho Cases', 'Sergio Álvarez', 'Čop', 'Burgui', 'Víctor'], ['Carmona', 'Carlos Castro', 'Isma López', 'Mariño', 'Amorebieta', 'Xavi Torres', 'Pablo Fernández']]","[[75, 72, 78, 74, 69, 70, 74, 77, 75, 74, 76], [72, 72, 72, 74, 75, 71, 64]]","[[75, 75, 84, 74, 69, 77, 74, 82, 76, 80, 77], [72, 78, 73, 77, 75, 71, 72]]","[['Diego López', 'Navarro', 'Diego Reyes', 'David López', 'Aarón', 'Javi Fuego', 'Jurado', 'Víctor Sánchez', 'Piatti', 'Caicedo', 'Gerard Moreno'], ['Leo Baptistão', 'Melendo', 'Roberto', 'Duarte', 'Reyes', 'Diop', 'Marc Roca']]","[[82, 67, 77, 77, 73, 79, 78, 77, 78, 77, 77], [80, 65, 79, 72, 78, 76, 74]]","[[82, 77, 83, 78, 81, 79, 78, 77, 78, 77, 83], [85, 79, 79, 79, 78, 76, 83]]"
2016,34,25/04/2017,Granada,0-2,Málaga,Estadio Nuevo Los Carmenes,Clos Gómez,"[['Ochoa', 'Foulquier', 'Hongla', 'Ingason', 'Héctor Hernández', 'Krhin', 'Carcela', 'Wakaso', 'Agbo', 'Cuenca', 'Ramos'], ['Mallé', 'Ponce', 'Gastón Silva', 'Rui Silva', 'Lombán', 'Kone', 'Rubén Vezo']]","[[79, 71, 64, 71, 72, 72, 78, 73, 72, 72, 78], [65, 72, 72, 72, 75, 75, 75]]","[[79, 76, 71, 76, 77, 74, 78, 74, 80, 75, 78], [75, 82, 78, 80, 75, 75, 81]]","[['Kameni', 'Luis Muñoz', 'Luis Hernández', 'Llorente', 'Ricca', 'Pablo Fornals', 'Keko', 'Recio', 'Juankar', 'Camacho', 'Sandro'], ['Demichelis', 'Ontiveros', 'Duda', 'Boyko', 'José Rodríguez', 'Charles', 'Chori Castro']]","[[81, 60, 77, 78, 75, 77, 79, 77, 74, 81, 77], [78, 70, 72, 78, 75, 77, 82]]","[[81, 70, 78, 86, 83, 86, 82, 81, 75, 84, 85], [78, 83, 72, 78, 80, 77, 82]]"
2016,34,25/04/2017,Atlético de Madrid,0-1,Villarreal,Vicente Calderón,Iglesias Villanueva,"[['Oblak', 'Giménez', 'Savić', 'Godín', 'Filipe Luís', 'Gabi', 'Saúl', 'Koke', 'Gaitán', 'Correa', 'Griezmann'], ['Gameiro', 'Fernando Torres', 'Carrasco', 'Moyá', 'Tiago', 'Lucas Hernández', 'Thomas']]","[[87, 83, 82, 88, 85, 82, 80, 84, 84, 79, 88], [83, 81, 84, 81, 81, 76, 76]]","[[91, 88, 86, 88, 85, 82, 88, 88, 84, 88, 92], [83, 81, 88, 81, 81, 87, 82]]","[['Andrés Fernández', 'Rukavina', 'Álvaro', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Manu Trigueros', 'Jonathan dos Santos', 'Samu Castillejo', 'Sansone', 'Adrián López'], ['Rodri', 'Soriano', 'Bakambu', 'Barbosa', 'José Ángel', 'Soldado', 'Bonera']]","[[76, 77, 77, 83, 79, 84, 82, 80, 81, 79, 76], [69, 80, 81, 76, 74, 78, 77]]","[[76, 77, 79, 87, 79, 84, 85, 81, 88, 82, 76], [81, 81, 85, 76, 75, 78, 77]]"
2016,34,26/04/2017,Barcelona,7-1,Osasuna,Camp Nou,Munuera Montero,"[['Ter Stegen', 'Mascherano', 'Piqué', 'Digne', 'André Gomes', 'Arda Turan', 'Denis Suárez', 'Busquets', 'Rakitić', 'Alcácer', 'Messi'], ['Aleñá', 'Cillessen', 'Iniesta', 'Luis Suárez', 'Jordi Alba', 'Sergi Roberto', 'Umtiti']]","[[83, 84, 87, 79, 83, 84, 80, 86, 87, 79, 93], [69, 81, 88, 92, 86, 80, 82]]","[[88, 84, 87, 84, 89, 84, 87, 87, 87, 85, 93], [84, 83, 88, 92, 87, 85, 87]]","[['Sirigu', 'Buñuel', 'Steven Mondragón', 'Fausto', 'Oier', 'Fuentes', 'De las Cuevas', 'Fran Mérida', 'Jaime', 'Roberto Torres', 'Sergio León'], ['Kodro', 'Olavide', 'Čaušić', 'Mario', 'Clerc', 'Kike Barja', 'Iván Márquez']]","[[80, 69, 61, 72, 74, 72, 74, 73, 73, 77, 76], [70, 68, 71, 70, 72, 61, 68]]","[[80, 79, 70, 74, 74, 73, 74, 74, 74, 78, 76], [78, 78, 77, 72, 77, 70, 75]]"
2016,34,26/04/2017,Valencia,2-3,Real Sociedad,Camp de Mestalla,Del Cerro Grande,"[['Diego Alves', 'Montoya', 'Garay', 'Siqueira', 'Aderlan Santos', 'Carlos Soler', 'Enzo Pérez', 'Nani', 'Orellana', 'Zaza', 'Munir'], ['Lato', 'João Cancelo', 'Santi Mina', 'Jaume', 'Mario Suárez', 'Bakkali', 'Medrán']]","[[82, 77, 83, 76, 76, 74, 78, 83, 81, 79, 75], [69, 79, 76, 75, 78, 74, 76]]","[[82, 80, 83, 76, 77, 81, 78, 83, 81, 82, 82], [79, 86, 83, 79, 78, 82, 83]]","[['Rulli', 'Odriozola', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Canales', 'Xabi Prieto', 'Illarramendi', 'Willian José', 'Juanmi'], ['Elustondo', 'Oyarzabal', 'Granero', 'Toño Ramírez', 'Carlos Vela', 'Zubeldia', 'Kevin Rodrigues']]","[[83, 69, 76, 81, 77, 78, 79, 79, 79, 79, 75], [76, 78, 75, 68, 72, 67, 64]]","[[90, 77, 77, 85, 78, 78, 82, 79, 80, 84, 82], [84, 85, 75, 69, 72, 81, 72]]"
2016,34,26/04/2017,Leganés,3-0,Las Palmas,Estadio Municipal de Butarque,Bikandi Garrido,"[['Herrerín', 'Tito', 'Siovas', 'Mantovani', 'Diego Rico', 'Timor', 'Rubén Pérez', 'Gabriel', 'Luciano', 'Samu García', 'Guerrero'], ['Bueno', 'El Zhar', 'Bustinza', 'Champagne', 'Machís', 'Morán', 'Insua']]","[[76, 74, 75, 76, 75, 76, 76, 77, 74, 76, 73], [73, 77, 72, 70, 73, 71, 75]]","[[76, 74, 75, 76, 81, 77, 77, 82, 79, 77, 76], [73, 77, 76, 70, 79, 77, 80]]","[['Javi Varas', 'David Simón', 'Bigas', 'Lemos', 'Hélder Lopes', 'Tana', 'Hernán', 'Momo', 'Montoro', 'Erik Expósito', 'Jesé'], ['Javi Castellano', 'Roque Mesa', 'Halilović', 'Lizoain', 'Aythami', 'Mateo García', 'Dani Castellano']]","[[78, 74, 78, 77, 72, 75, 72, 73, 71, 62, 79], [73, 82, 77, 73, 76, 70, 75]]","[[78, 75, 81, 85, 72, 76, 75, 73, 71, 74, 85], [73, 82, 88, 75, 76, 82, 75]]"
2016,34,26/04/2017,Deportivo de La Coruña,2-6,Real Madrid,Estadio Municipal de Riazor,Sánchez Martínez,"[['Lux', 'Juanfran', 'Arribas', 'Sidnei', 'Luisinho', 'Guilherme', 'Carles Gil', 'Çolak', 'Álex Bergantiños', 'Kakuta', 'Andone'], ['Tytoń', 'Joselu', 'Fernando Navarro', 'Albentosa', 'Fajr', 'Borges', 'John']]","[[75, 77, 75, 79, 76, 76, 77, 79, 73, 76, 78], [76, 76, 75, 75, 76, 78, 73]]","[[75, 77, 77, 81, 76, 78, 82, 82, 73, 78, 83], [76, 78, 75, 76, 76, 78, 78]]","[['Casilla', 'Danilo', 'Nacho', 'Varane', 'Marcelo', 'Isco', 'Lucas Vázquez', 'Kovačić', 'James Rodríguez', 'Morata', 'Asensio'], ['Tejero', 'Mariano', 'Casemiro', 'Keylor Navas', 'Carvajal', 'Benzema', 'Modrić']]","[[80, 79, 80, 84, 86, 84, 82, 81, 87, 82, 82], [65, 74, 83, 85, 84, 86, 89]]","[[80, 82, 82, 91, 86, 88, 84, 87, 92, 86, 89], [77, 82, 88, 85, 87, 86, 89]]"
2016,34,27/04/2017,Alavés,0-0,Eibar,Mendizorrotza,Trujillo Suárez,"[['Pacheco', 'Kiko Femenía', 'Feddal', 'Rodrigo Ely', 'Theo Hernández', 'Manu García', 'Camarasa', 'Marcos Llorente', 'Deyverson', 'Edgar', 'Ibai Gómez'], ['Katai', 'Romero', 'Alexis', 'Ortolà', 'Sobrino', 'Dani Torres', 'Vigaray']]","[[77, 74, 77, 71, 74, 75, 76, 76, 76, 75, 76], [74, 76, 76, 69, 70, 77, 71]]","[[84, 77, 78, 76, 88, 75, 84, 86, 81, 78, 76], [75, 80, 76, 79, 77, 79, 79]]","[['Riesgo', 'Capa', 'Lejeune', 'Gálvez', 'Juncà', 'Adrián', 'Dani García', 'Inui', 'Rivera', 'Kike García', 'Sergi Enrich'], ['Arbilla', 'Yoel', 'Rubén Peña', 'Mauro dos Santos', 'Nano', 'Dorrio', 'Sarriegi']]","[[75, 76, 78, 76, 75, 76, 79, 77, 67, 73, 78], [73, 73, 74, 76, 72, 63, 63]]","[[75, 81, 82, 77, 81, 76, 81, 77, 79, 74, 79], [73, 73, 77, 77, 82, 70, 73]]"
2016,34,27/04/2017,Sevilla,2-1,Celta de Vigo,Estadio Ramón Sánchez-Pizjuán,Gil Manzano,"[['Sergio Rico', 'Mariano', 'Pareja', 'Lenglet', 'Escudero', 'Ganso', 'Sarabia', ""N'Zonzi"", 'Iborra', 'Jovetić', 'Correa'], ['Ben Yedder', 'Nasri', 'Kranevitter', 'David Soria', 'Franco Vázquez', 'Rami', 'Mercado']]","[[81, 79, 72, 75, 79, 81, 79, 83, 82, 80, 74], [81, 83, 77, 73, 82, 82, 76]]","[[86, 79, 72, 84, 80, 82, 83, 83, 82, 81, 83], [84, 83, 85, 81, 82, 82, 76]]","[['Sergio Álvarez', 'Hugo Mallo', 'Cabral', 'Jonny', 'Fontàs', 'Wass', 'Pablo Hernández', 'Radoja', 'Pione Sisto', 'Iago Aspas', 'Guidetti'], ['Roncaglia', 'Beauvue', 'Bongonda', 'Pape Cheikh', 'Jozabed', 'Sergi Gómez', 'Iván Villar']]","[[77, 80, 80, 77, 78, 80, 80, 78, 74, 83, 78], [77, 74, 78, 66, 77, 77, 64]]","[[77, 85, 80, 83, 80, 81, 80, 83, 83, 83, 82], [77, 74, 84, 79, 81, 85, 75]]"
2016,34,27/04/2017,Athletic Club,2-1,Betis,San Mamés,González González,"[['Kepa', 'De Marcos', 'Yeray', 'Laporte', 'Balenziaga', 'Raúl García', 'Susaeta', 'Beñat', 'San José', 'Muniain', 'Aduriz'], ['Mikel Rico', 'Williams', 'Iturraspe', 'Iraizoz', 'Lekue', 'Etxeita', 'Sabin Merino']]","[[79, 81, 77, 84, 79, 81, 78, 82, 81, 78, 84], [75, 80, 81, 77, 74, 78, 74]]","[[86, 82, 83, 88, 79, 81, 78, 82, 83, 83, 84], [75, 86, 82, 77, 82, 78, 77]]","[['Adán', 'José Carlos', 'Mandi', 'Pezzella', 'Álex Martínez', 'Brašanac', 'Cejudo', 'Dani Ceballos', 'Martin', 'Petros', 'Rubén Castro'], ['Rubén Pardo', 'Joaquín', 'Álex Alegría', 'Dani Giménez', 'Rafa Navarro', 'Bruno', 'Durmisi']]","[[81, 70, 77, 77, 73, 73, 76, 77, 76, 79, 81], [77, 78, 75, 70, 70, 78, 73]]","[[81, 80, 82, 83, 76, 78, 76, 85, 78, 80, 81], [83, 78, 82, 70, 79, 82, 80]]"
2016,35,28/04/2017,Villarreal,3-1,Sporting de Gijón,Estadio de la Cerámica,Estrada Fernández,"[['Andrés Fernández', 'Mario Gaspar', 'Bonera', 'Álvaro', 'José Ángel', 'Bruno Soriano', 'Soriano', 'Rodri', 'Jonathan dos Santos', 'Bakambu', 'Soldado'], ['Adrián López', 'Sansone', 'Manu Trigueros', 'Barbosa', 'Samu Castillejo', 'Rukavina', 'Santos Borré']]","[[76, 81, 77, 77, 74, 84, 80, 69, 80, 81, 78], [76, 79, 82, 75, 81, 77, 75]]","[[76, 84, 77, 79, 75, 84, 81, 81, 81, 85, 78], [76, 82, 85, 75, 88, 77, 84]]","[['Cuéllar', 'Douglas', 'Amorebieta', 'Meré', 'Babin', 'Isma López', 'Moi Gómez', 'Vesga', 'Xavi Torres', 'Carmona', 'Čop'], ['Víctor', 'Sergio Álvarez', 'Burgui', 'Mariño', 'Carlos Castro', 'Nacho Cases', 'Canella']]","[[75, 72, 75, 78, 74, 72, 74, 70, 71, 72, 75], [76, 77, 74, 74, 72, 73, 69]]","[[75, 75, 75, 84, 74, 73, 80, 77, 71, 72, 76], [77, 82, 80, 77, 78, 73, 69]]"
2016,35,29/04/2017,Real Sociedad,2-1,Granada,Anoeta,Mateu Lahoz,"[['Rulli', 'Zaldúa', 'Raúl Navas', 'Mikel González', 'Yuri', 'Xabi Prieto', 'Granero', 'Illarramendi', 'Oyarzabal', 'Carlos Vela', 'Juanmi'], ['Zurutuza', 'Canales', 'Bautista', 'Toño Ramírez', 'Elustondo', 'Concha', 'Odriozola']]","[[83, 73, 76, 76, 77, 79, 76, 79, 78, 71, 75], [78, 79, 68, 68, 76, 70, 69]]","[[90, 79, 77, 76, 78, 79, 76, 80, 85, 71, 82], [78, 82, 81, 69, 84, 82, 77]]","[['Ochoa', 'Foulquier', 'Hongla', 'Ingason', 'Gastón Silva', 'Mallé', 'Angban', 'Andreas Pereira', 'Agbo', 'Cuenca', 'Ramos'], ['Ponce', 'Boga', 'Rui Silva', 'Atzili', 'Rubén Vezo', 'Entrena', 'Estupiñán']]","[[79, 71, 64, 71, 72, 66, 70, 73, 72, 72, 78], [72, 72, 72, 70, 75, 62, 61]]","[[79, 76, 71, 76, 78, 76, 78, 81, 80, 75, 78], [82, 82, 80, 75, 81, 69, 72]]"
2016,35,29/04/2017,Real Madrid,2-1,Valencia,Estadio Santiago Bernabeu,Gil Manzano,"[['Keylor Navas', 'Carvajal', 'Nacho', 'Sergio Ramos', 'Marcelo', 'Modrić', 'Casemiro', 'James Rodríguez', 'Kroos', 'Benzema', 'Cristiano Ronaldo'], ['Morata', 'Asensio', 'Lucas Vázquez', 'Casilla', 'Kovačić', 'Isco', 'Danilo']]","[[85, 84, 80, 89, 86, 89, 83, 87, 88, 86, 94], [82, 82, 82, 80, 81, 84, 79]]","[[85, 87, 82, 89, 86, 89, 88, 92, 89, 86, 94], [86, 89, 84, 80, 87, 88, 82]]","[['Diego Alves', 'Montoya', 'Garay', 'Mangala', 'Lato', 'Carlos Soler', 'Parejo', 'Santi Mina', 'Nani', 'Orellana', 'Munir'], ['Bakkali', 'Rodrigo', 'Gayà', 'Jaume', 'Aderlan Santos', 'Medrán', 'Eugeni']]","[[82, 77, 83, 79, 69, 74, 81, 76, 83, 81, 75], [74, 77, 79, 75, 76, 76, 64]]","[[82, 80, 83, 82, 79, 81, 82, 83, 83, 81, 82], [82, 80, 84, 79, 77, 83, 71]]"
